drug1,drug2,cell,score,label
MK-2206,MK-8669,A427,41.90449763,1
MK-2206,MK-8669,CAOV3,112.4579627,1
MK-2206,MK-8669,CAOV3,112.4579627,1
MK-2206,MK-8669,ES2,26.04081661,1
MK-2206,MK-8669,ES2,26.04081661,1
MK-2206,MK-8669,HCT116,16.63600995,1
MK-2206,MK-8669,HCT116,16.63600995,1
MK-2206,MK-8669,HT144,46.10446714,1
MK-2206,MK-8669,HT29,46.07821616,1
MK-2206,MK-8669,HT29,46.07821616,1
MK-2206,MK-8669,KPL1,85.90195078,1
MK-2206,MK-8669,LNCAP,14.28761122,1
MK-2206,MK-8669,LOVO,22.75199354,1
MK-2206,MK-8669,LOVO,22.75199354,1
MK-2206,MK-8669,MDAMB436,31.68517624,1
MK-2206,MK-8669,MSTO,74.83609048,1
MK-2206,MK-8669,NCIH1650,33.64062342,1
MK-2206,MK-8669,NCIH1650,33.64062342,1
MK-2206,MK-8669,NCIH2122,49.50449557,1
MK-2206,MK-8669,NCIH2122,49.50449557,1
MK-2206,MK-8669,NCIH23,31.54093847,1
MK-2206,MK-8669,NCIH23,31.54093847,1
MK-2206,MK-8669,NCIH460,29.84057095,1
MK-2206,MK-8669,NCIH520,31.05193118,1
MK-2206,MK-8669,OV90,79.39449774,1
MK-2206,MK-8669,RKO,40.77521737,1
MK-2206,MK-8669,RPMI7951,52.67032056,1
MK-2206,MK-8669,SKMEL30,57.99074065,1
MK-2206,MK-8669,SKMES1,50.55044864,1
MK-2206,MK-8669,SKOV3,79.35380752,1
MK-2206,MK-8669,SW620,22.73289888,1
MK-2206,MK-8669,SW620,22.73289888,1
MK-2206,MK-8669,T47D,17.02929067,1
MK-2206,MK-8669,UACC62,42.45413159,1
MK-2206,MK-8669,VCAP,21.68451619,1
MK-2206,MK-8669,ZR751,34.53419147,1
MK-2206,MK-8776,A2058,20.10843092,1
MK-2206,MK-8776,A2780,24.7553892,1
MK-2206,MK-8776,A375,22.58707872,1
MK-2206,MK-8776,CAOV3,51.24397386,1
MK-2206,MK-8776,ES2,13.79617519,1
MK-2206,MK-8776,HT144,32.06715543,1
MK-2206,MK-8776,HT29,32.56727692,1
MK-2206,MK-8776,KPL1,36.22384688,1
MK-2206,MK-8776,LNCAP,21.3726406,1
MK-2206,MK-8776,LOVO,26.08727601,1
MK-2206,MK-8776,MDAMB436,16.03063698,1
MK-2206,MK-8776,MSTO,34.5066659,1
MK-2206,MK-8776,NCIH2122,-9.815362915,0
MK-2206,MK-8776,NCIH23,14.37553711,1
MK-2206,MK-8776,NCIH520,20.65597335,1
MK-2206,MK-8776,OV90,15.05999661,1
MK-2206,MK-8776,RKO,19.28362083,1
MK-2206,MK-8776,RPMI7951,-11.07931925,0
MK-2206,MK-8776,SKMEL30,11.03335766,1
MK-2206,MK-8776,SKMES1,20.35503268,1
MK-2206,MK-8776,SKOV3,-0.92917063,0
MK-2206,MK-8776,SW620,-11.87177244,0
MK-2206,MK-8776,T47D,-20.37842303,0
MK-2206,MK-8776,UACC62,31.72532947,1
MK-2206,MK-8776,VCAP,28.09255419,1
MK-2206,MK-8776,ZR751,17.50846842,1
MK-2206,PD325901,A2058,45.15288676,1
MK-2206,PD325901,A2780,81.99827512,1
MK-2206,PD325901,A375,16.56788128,1
MK-2206,PD325901,A427,43.39414118,1
MK-2206,PD325901,CAOV3,68.54531014,1
MK-2206,PD325901,ES2,20.26824364,1
MK-2206,PD325901,HCT116,38.16283319,1
MK-2206,PD325901,HT144,21.7885274,1
MK-2206,PD325901,HT29,40.04670144,1
MK-2206,PD325901,KPL1,51.11354744,1
MK-2206,PD325901,LNCAP,14.9212162,1
MK-2206,PD325901,LOVO,40.30703362,1
MK-2206,PD325901,MDAMB436,11.65015689,1
MK-2206,PD325901,MSTO,-9.942050809,0
MK-2206,PD325901,NCIH1650,-0.959110819,0
MK-2206,PD325901,NCIH2122,54.43648537,1
MK-2206,PD325901,NCIH23,23.18385932,1
MK-2206,PD325901,NCIH460,65.94852535,1
MK-2206,PD325901,NCIH520,-2.174767077,0
MK-2206,PD325901,OV90,29.71348596,1
MK-2206,PD325901,RKO,33.83286488,1
MK-2206,PD325901,RPMI7951,36.22199551,1
MK-2206,PD325901,SKMEL30,25.18153768,1
MK-2206,PD325901,SKMES1,33.98259028,1
MK-2206,PD325901,SKOV3,51.48965792,1
MK-2206,PD325901,SW837,44.91738708,1
MK-2206,PD325901,T47D,21.63398304,1
MK-2206,PD325901,UACC62,33.04398437,1
MK-2206,PD325901,VCAP,-23.95662941,0
MK-2206,PD325901,ZR751,41.92638833,1
MK-2206,SN-38,A2058,17.17302405,1
MK-2206,SN-38,A2780,17.46964511,1
MK-2206,SN-38,A375,45.8996785,1
MK-2206,SN-38,A427,12.94853319,1
MK-2206,SN-38,CAOV3,42.78067507,1
MK-2206,SN-38,ES2,27.8859788,1
MK-2206,SN-38,HCT116,21.84103257,1
MK-2206,SN-38,HT144,44.70688808,1
MK-2206,SN-38,HT29,18.0163068,1
MK-2206,SN-38,KPL1,53.37997312,1
MK-2206,SN-38,MDAMB436,25.15511215,1
MK-2206,SN-38,MSTO,29.72784954,1
MK-2206,SN-38,NCIH1650,10.93289669,1
MK-2206,SN-38,NCIH2122,28.11154494,1
MK-2206,SN-38,NCIH23,11.39312061,1
MK-2206,SN-38,NCIH460,29.87963482,1
MK-2206,SN-38,NCIH520,16.22610932,1
MK-2206,SN-38,OV90,21.65611717,1
MK-2206,SN-38,RKO,42.49491349,1
MK-2206,SN-38,RPMI7951,19.29030915,1
MK-2206,SN-38,SKMEL30,29.42773145,1
MK-2206,SN-38,SKMES1,16.0042665,1
MK-2206,SN-38,SW620,18.32182336,1
MK-2206,SN-38,SW837,22.67472412,1
MK-2206,SN-38,T47D,53.95219497,1
MK-2206,SN-38,UACC62,35.03718369,1
MK-2206,SN-38,VCAP,25.11698704,1
MK-2206,SN-38,ZR751,22.1170255,1
MK-2206,SORAFENIB,A2058,15.76663931,1
MK-2206,SORAFENIB,A2780,14.19425137,1
MK-2206,SORAFENIB,A375,22.70902784,1
MK-2206,SORAFENIB,A427,25.38496314,1
MK-2206,SORAFENIB,CAOV3,15.82791019,1
MK-2206,SORAFENIB,ES2,14.66097501,1
MK-2206,SORAFENIB,HCT116,30.04669652,1
MK-2206,SORAFENIB,HT144,10.2673132,1
MK-2206,SORAFENIB,HT29,17.99909536,1
MK-2206,SORAFENIB,KPL1,16.76765765,1
MK-2206,SORAFENIB,LNCAP,-1.506842154,0
MK-2206,SORAFENIB,MSTO,-5.999380895,0
MK-2206,SORAFENIB,NCIH2122,17.44175462,1
MK-2206,SORAFENIB,NCIH23,11.34429503,1
MK-2206,SORAFENIB,NCIH460,18.53855695,1
MK-2206,SORAFENIB,NCIH520,13.5470429,1
MK-2206,SORAFENIB,OV90,13.2031043,1
MK-2206,SORAFENIB,RKO,27.35394716,1
MK-2206,SORAFENIB,SKMEL30,17.91018632,1
MK-2206,SORAFENIB,SKMES1,13.82545033,1
MK-2206,SORAFENIB,SKOV3,18.15689927,1
MK-2206,SORAFENIB,SW620,15.84699137,1
MK-2206,SORAFENIB,SW837,24.8742412,1
MK-2206,SORAFENIB,UACC62,12.50639206,1
MK-2206,SORAFENIB,ZR751,-9.844146023,0
MK-2206,TOPOTECAN,A2780,17.17410194,1
MK-2206,TOPOTECAN,A375,20.77997709,1
MK-2206,TOPOTECAN,A427,31.93715244,1
MK-2206,TOPOTECAN,CAOV3,17.51381317,1
MK-2206,TOPOTECAN,ES2,19.58686228,1
MK-2206,TOPOTECAN,HCT116,32.57503221,1
MK-2206,TOPOTECAN,HT144,24.22545447,1
MK-2206,TOPOTECAN,KPL1,52.12661745,1
MK-2206,TOPOTECAN,LNCAP,-201.1613889,0
MK-2206,TOPOTECAN,LOVO,29.40647247,1
MK-2206,TOPOTECAN,MDAMB436,17.52001779,1
MK-2206,TOPOTECAN,MSTO,23.81165745,1
MK-2206,TOPOTECAN,NCIH1650,17.60327227,1
MK-2206,TOPOTECAN,NCIH2122,29.2997604,1
MK-2206,TOPOTECAN,NCIH23,19.54724285,1
MK-2206,TOPOTECAN,NCIH460,22.44459969,1
MK-2206,TOPOTECAN,NCIH520,33.89400746,1
MK-2206,TOPOTECAN,OV90,33.98540792,1
MK-2206,TOPOTECAN,RKO,37.06036715,1
MK-2206,TOPOTECAN,SKMEL30,21.88284896,1
MK-2206,TOPOTECAN,SKMES1,24.28846558,1
MK-2206,TOPOTECAN,SKOV3,14.65948271,1
MK-2206,TOPOTECAN,SW620,22.96568118,1
MK-2206,TOPOTECAN,SW837,33.06138247,1
MK-2206,TOPOTECAN,T47D,21.53741412,1
MK-2206,TOPOTECAN,UACC62,14.31952279,1
MK-2206,TOPOTECAN,VCAP,30.99670532,1
MK-2206,TOPOTECAN,ZR751,31.52488246,1
MK-4541,5-FU,A427,10.57366047,1
MK-4541,5-FU,CAOV3,16.09691266,1
MK-4541,5-FU,HT144,-7.527043135,0
MK-4541,5-FU,KPL1,-5.648161914,0
MK-4541,5-FU,LOVO,-16.46662416,0
MK-4541,5-FU,MSTO,-80.26122358,0
MK-4541,5-FU,NCIH1650,-1.112977951,0
MK-4541,5-FU,NCIH23,-9.29143896,0
MK-4541,5-FU,NCIH460,-0.891262209,0
MK-4541,5-FU,NCIH520,-4.043481965,0
MK-4541,5-FU,OV90,-8.997266918,0
MK-4541,5-FU,RPMI7951,-1.771860172,0
MK-4541,5-FU,SKMEL30,13.81510459,1
MK-4541,5-FU,SKMES1,-7.634056037,0
MK-4541,5-FU,SKOV3,-5.473316984,0
MK-4541,5-FU,SW620,-2.471803122,0
MK-4541,5-FU,SW837,-9.588295701,0
MK-4541,5-FU,VCAP,21.21463716,1
MK-4541,5-FU,ZR751,-1.786734332,0
MK-4541,ABT-888,A2780,10.31384319,1
MK-4541,ABT-888,A375,-2.931919871,0
MK-4541,ABT-888,ES2,-3.244305382,0
MK-4541,ABT-888,HCT116,-12.57239664,0
MK-4541,ABT-888,HT144,-3.578041243,0
MK-4541,ABT-888,KPL1,21.83213382,1
MK-4541,ABT-888,LNCAP,34.64841764,1
MK-4541,ABT-888,LOVO,-2.763945186,0
MK-4541,ABT-888,MSTO,16.386952,1
MK-4541,ABT-888,NCIH1650,-6.8275167,0
MK-4541,ABT-888,NCIH2122,-5.243410715,0
MK-4541,ABT-888,NCIH23,-5.232170296,0
MK-4541,ABT-888,NCIH460,-15.519045,0
MK-4541,ABT-888,OV90,-4.191866854,0
MK-4541,ABT-888,RKO,-3.486079077,0
MK-4541,ABT-888,RPMI7951,-8.328130131,0
MK-4541,ABT-888,SKMEL30,-13.51838807,0
MK-4541,ABT-888,SW837,-9.544528115,0
MK-4541,ABT-888,T47D,-16.1532543,0
MK-4541,ABT-888,UACC62,-18.06682227,0
MK-4541,ABT-888,VCAP,15.49127566,1
MK-4541,ABT-888,ZR751,-17.20156062,0
MK-4541,AZD1775,A2058,10.80765939,1
MK-4541,AZD1775,A427,18.02338067,1
MK-4541,AZD1775,HCT116,-7.038232534,0
MK-4541,AZD1775,KPL1,20.75766034,1
MK-4541,AZD1775,LNCAP,-13.39307381,0
MK-4541,AZD1775,NCIH1650,11.33527534,1
MK-4541,AZD1775,NCIH2122,-0.390336701,0
MK-4541,AZD1775,NCIH460,-2.524403738,0
MK-4541,AZD1775,OV90,-6.361245142,0
MK-4541,AZD1775,RPMI7951,10.13235462,1
MK-4541,AZD1775,SKOV3,22.56598876,1
MK-4541,AZD1775,SW837,-4.140664186,0
MK-4541,AZD1775,T47D,-10.92011243,0
MK-4541,AZD1775,UACC62,12.48014009,1
MK-4541,AZD1775,VCAP,18.54747906,1
MK-4541,AZD1775,ZR751,-8.860479122,0
MK-4541,BEZ-235,A2058,12.10231784,1
MK-4541,BEZ-235,A2780,33.6374407,1
MK-4541,BEZ-235,A375,11.89657311,1
MK-4541,BEZ-235,A427,23.14197988,1
MK-4541,BEZ-235,CAOV3,-0.185509761,0
MK-4541,BEZ-235,ES2,16.82442271,1
MK-4541,BEZ-235,HCT116,16.12527343,1
MK-4541,BEZ-235,HT144,11.25439052,1
MK-4541,BEZ-235,HT29,25.09658443,1
MK-4541,BEZ-235,KPL1,23.58865757,1
MK-4541,BEZ-235,LNCAP,103.2094953,1
MK-4541,BEZ-235,LOVO,22.93872493,1
MK-4541,BEZ-235,MDAMB436,29.08032076,1
MK-4541,BEZ-235,MSTO,17.69731939,1
MK-4541,BEZ-235,NCIH1650,11.67941646,1
MK-4541,BEZ-235,NCIH2122,15.01954022,1
MK-4541,BEZ-235,NCIH460,21.93529537,1
MK-4541,BEZ-235,NCIH520,24.34037558,1
MK-4541,BEZ-235,OV90,22.77805067,1
MK-4541,BEZ-235,RPMI7951,27.10043166,1
MK-4541,BEZ-235,SKMEL30,37.68878854,1
MK-4541,BEZ-235,SKMES1,27.27103404,1
MK-4541,BEZ-235,SW620,16.25417255,1
MK-4541,BEZ-235,SW837,17.32662277,1
MK-4541,BEZ-235,T47D,137.2835902,1
MK-4541,BEZ-235,VCAP,41.95459309,1
MK-4541,BEZ-235,ZR751,20.42706669,1
MK-4541,BORTEZOMIB,A2780,-9.140127016,0
MK-4541,BORTEZOMIB,A375,28.44333447,1
MK-4541,BORTEZOMIB,A427,18.2257515,1
MK-4541,BORTEZOMIB,CAOV3,23.0692687,1
MK-4541,BORTEZOMIB,ES2,15.76989242,1
MK-4541,BORTEZOMIB,HCT116,10.48646485,1
MK-4541,BORTEZOMIB,HT144,-13.79735638,0
MK-4541,BORTEZOMIB,HT29,-21.35681594,0
MK-4541,BORTEZOMIB,LNCAP,24.65515667,1
MK-4541,BORTEZOMIB,LOVO,11.02237067,1
MK-4541,BORTEZOMIB,MDAMB436,-5.866758076,0
MK-4541,BORTEZOMIB,MSTO,102.9030202,1
MK-4541,BORTEZOMIB,NCIH1650,-15.45725566,0
MK-4541,BORTEZOMIB,NCIH2122,24.91185375,1
MK-4541,BORTEZOMIB,NCIH23,-7.112623424,0
MK-4541,BORTEZOMIB,NCIH520,-26.90833485,0
MK-4541,BORTEZOMIB,OV90,-10.10813869,0
MK-4541,BORTEZOMIB,RKO,14.59427296,1
MK-4541,BORTEZOMIB,SKMES1,-17.97968249,0
MK-4541,BORTEZOMIB,SW620,18.27223463,1
MK-4541,BORTEZOMIB,SW837,-7.606378534,0
MK-4541,BORTEZOMIB,T47D,-20.03386423,0
MK-4541,BORTEZOMIB,UACC62,-13.40678056,0
MK-4541,BORTEZOMIB,VCAP,20.49776802,1
MK-4541,BORTEZOMIB,ZR751,-48.4043743,0
MK-4541,CYCLOPHOSPHAMIDE,CAOV3,18.28962988,1
MK-4541,CYCLOPHOSPHAMIDE,ES2,-2.333077561,0
MK-4541,CYCLOPHOSPHAMIDE,HT144,-0.17810138,0
MK-4541,CYCLOPHOSPHAMIDE,KPL1,21.45277617,1
MK-4541,CYCLOPHOSPHAMIDE,LNCAP,-20.49412615,0
MK-4541,CYCLOPHOSPHAMIDE,LOVO,-7.130174418,0
MK-4541,CYCLOPHOSPHAMIDE,MDAMB436,-4.788691584,0
MK-4541,CYCLOPHOSPHAMIDE,MSTO,22.61680591,1
MK-4541,CYCLOPHOSPHAMIDE,NCIH1650,-4.083397188,0
MK-4541,CYCLOPHOSPHAMIDE,NCIH2122,-2.784524392,0
MK-4541,CYCLOPHOSPHAMIDE,NCIH23,-1.195498474,0
MK-4541,CYCLOPHOSPHAMIDE,NCIH460,-1.315735945,0
MK-4541,CYCLOPHOSPHAMIDE,RKO,20.39639378,1
MK-4541,CYCLOPHOSPHAMIDE,RPMI7951,-0.904349036,0
MK-4541,CYCLOPHOSPHAMIDE,SW837,-10.23827028,0
MK-4541,CYCLOPHOSPHAMIDE,T47D,12.10312224,1
MK-4541,CYCLOPHOSPHAMIDE,VCAP,26.57247529,1
MK-4541,CYCLOPHOSPHAMIDE,ZR751,-23.79049404,0
MK-4541,DASATINIB,A2058,26.32252394,1
MK-4541,DASATINIB,A2780,52.36875011,1
MK-4541,DASATINIB,A375,-14.13381544,0
MK-4541,DASATINIB,A427,26.45017374,1
MK-4541,DASATINIB,ES2,-5.148565983,0
MK-4541,DASATINIB,HCT116,-46.79594408,0
MK-4541,DASATINIB,HT144,-50.26877682,0
MK-4541,DASATINIB,HT29,19.72117754,1
MK-4541,DASATINIB,LNCAP,60.51946754,1
MK-4541,DASATINIB,LOVO,37.64561986,1
MK-4541,DASATINIB,MSTO,113.5542337,1
MK-4541,DASATINIB,NCIH1650,27.50097675,1
MK-4541,DASATINIB,NCIH2122,-108.3448162,0
MK-4541,DASATINIB,NCIH23,-7.354246793,0
MK-4541,DASATINIB,NCIH460,-14.60038501,0
MK-4541,DASATINIB,NCIH520,28.08776945,1
MK-4541,DASATINIB,OV90,-3.526247839,0
MK-4541,DASATINIB,RKO,-26.61419328,0
MK-4541,DASATINIB,SKMEL30,-45.27256755,0
MK-4541,DASATINIB,SW837,31.28263401,1
MK-4541,DASATINIB,T47D,-4.443396988,0
MK-4541,DASATINIB,UACC62,-5.412556344,0
MK-4541,DASATINIB,VCAP,24.3862475,1
MK-4541,DASATINIB,ZR751,-41.64119829,0
MK-4541,DEXAMETHASONE,A2058,-17.56799826,0
MK-4541,DEXAMETHASONE,A2780,-0.167535285,0
MK-4541,DEXAMETHASONE,CAOV3,18.74493603,1
MK-4541,DEXAMETHASONE,ES2,-23.33116342,0
MK-4541,DEXAMETHASONE,HCT116,-4.008741659,0
MK-4541,DEXAMETHASONE,HT144,-19.25473646,0
MK-4541,DEXAMETHASONE,KPL1,30.02765884,1
MK-4541,DEXAMETHASONE,LNCAP,12.21638955,1
MK-4541,DEXAMETHASONE,LOVO,20.46092764,1
MK-4541,DEXAMETHASONE,MDAMB436,-6.077017006,0
MK-4541,DEXAMETHASONE,MSTO,-10.86263142,0
MK-4541,DEXAMETHASONE,NCIH1650,16.7093679,1
MK-4541,DEXAMETHASONE,NCIH460,-8.059242007,0
MK-4541,DEXAMETHASONE,OV90,-7.03144289,0
MK-4541,DEXAMETHASONE,RPMI7951,-32.8420192,0
MK-4541,DEXAMETHASONE,SKOV3,15.62124607,1
MK-4541,DEXAMETHASONE,T47D,-49.52034458,0
MK-4541,DEXAMETHASONE,VCAP,-15.87893439,0
MK-4541,DEXAMETHASONE,ZR751,14.87002391,1
MK-4541,DINACICLIB,A2780,10.93063205,1
MK-4541,DINACICLIB,A427,10.37937917,1
MK-4541,DINACICLIB,CAOV3,-3.800005738,0
MK-4541,DINACICLIB,HCT116,-3.622583924,0
MK-4541,DINACICLIB,HT144,-5.685459634,0
MK-4541,DINACICLIB,KPL1,12.33282445,1
MK-4541,DINACICLIB,LNCAP,39.42786979,1
MK-4541,DINACICLIB,LOVO,-6.929982074,0
MK-4541,DINACICLIB,MSTO,-3.847940554,0
MK-4541,DINACICLIB,NCIH520,-2.249505411,0
MK-4541,DINACICLIB,OV90,-14.68197608,0
MK-4541,DINACICLIB,RKO,13.37090368,1
MK-4541,DINACICLIB,RPMI7951,-4.022046316,0
MK-4541,DINACICLIB,SKMEL30,10.26003625,1
MK-4541,DINACICLIB,SW837,-6.54210455,0
MK-4541,DINACICLIB,T47D,-53.059033,0
MK-4541,DINACICLIB,VCAP,23.77484431,1
MK-4541,DINACICLIB,ZR751,-7.188980825,0
MK-4541,DOXORUBICIN,A375,-0.327362293,0
MK-4541,DOXORUBICIN,HCT116,21.12460081,1
MK-4541,DOXORUBICIN,HT29,22.83295829,1
MK-4541,DOXORUBICIN,LNCAP,-3.743115822,0
MK-4541,DOXORUBICIN,NCIH1650,25.93623158,1
MK-4541,DOXORUBICIN,NCIH2122,11.6965354,1
MK-4541,DOXORUBICIN,NCIH460,11.45505932,1
MK-4541,DOXORUBICIN,NCIH520,-0.710108141,0
MK-4541,DOXORUBICIN,OV90,-6.928251473,0
MK-4541,DOXORUBICIN,RKO,13.84773387,1
MK-4541,DOXORUBICIN,RPMI7951,-1.717470075,0
MK-4541,DOXORUBICIN,SKMEL30,13.6066711,1
MK-4541,DOXORUBICIN,SKOV3,19.58898015,1
MK-4541,DOXORUBICIN,SW620,13.67883551,1
MK-4541,DOXORUBICIN,T47D,21.66483825,1
MK-4541,DOXORUBICIN,UACC62,-11.19333676,0
MK-4541,DOXORUBICIN,VCAP,44.06061044,1
MK-4541,DOXORUBICIN,ZR751,18.13515969,1
MK-4541,ERLOTINIB,A2780,76.39988629,1
MK-4541,ERLOTINIB,CAOV3,12.51049827,1
MK-4541,ERLOTINIB,ES2,13.58277768,1
MK-4541,ERLOTINIB,HCT116,14.20385253,1
MK-4541,ERLOTINIB,HT144,18.7413988,1
MK-4541,ERLOTINIB,HT29,16.45608919,1
MK-4541,ERLOTINIB,KPL1,26.2179557,1
MK-4541,ERLOTINIB,LOVO,19.22379042,1
MK-4541,ERLOTINIB,MDAMB436,-3.290961924,0
MK-4541,ERLOTINIB,MSTO,12.57638672,1
MK-4541,ERLOTINIB,NCIH1650,-3.896489294,0
MK-4541,ERLOTINIB,NCIH2122,13.54130594,1
MK-4541,ERLOTINIB,NCIH23,-17.90054438,0
MK-4541,ERLOTINIB,NCIH520,-2.289208573,0
MK-4541,ERLOTINIB,RKO,-20.22994781,0
MK-4541,ERLOTINIB,RPMI7951,59.72697223,1
MK-4541,ERLOTINIB,SKMEL30,-3.95845481,0
MK-4541,ERLOTINIB,SKMES1,11.65504999,1
MK-4541,ERLOTINIB,SW620,-4.543976206,0
MK-4541,ERLOTINIB,SW837,27.91041342,1
MK-4541,ERLOTINIB,T47D,42.91153743,1
MK-4541,ERLOTINIB,UACC62,22.7521193,1
MK-4541,ERLOTINIB,VCAP,40.73762885,1
MK-4541,ERLOTINIB,ZR751,29.39771681,1
MK-4541,ETOPOSIDE,A2780,13.78115608,1
MK-4541,ETOPOSIDE,A375,-62.83437606,0
MK-4541,ETOPOSIDE,A427,-7.004504041,0
MK-4541,ETOPOSIDE,CAOV3,118.3452354,1
MK-4541,ETOPOSIDE,HT144,-1.837614489,0
MK-4541,ETOPOSIDE,HT29,13.63208255,1
MK-4541,ETOPOSIDE,KPL1,29.68699565,1
MK-4541,ETOPOSIDE,LNCAP,12.69755202,1
MK-4541,ETOPOSIDE,NCIH2122,17.41480857,1
MK-4541,ETOPOSIDE,NCIH520,-1.684618365,0
MK-4541,ETOPOSIDE,RKO,21.96021497,1
MK-4541,ETOPOSIDE,SKMEL30,21.87010808,1
MK-4541,ETOPOSIDE,SKMES1,-1.243341585,0
MK-4541,ETOPOSIDE,SW620,13.269085,1
MK-4541,ETOPOSIDE,SW837,-10.91519142,0
MK-4541,ETOPOSIDE,T47D,21.0243065,1
MK-4541,ETOPOSIDE,UACC62,14.8270774,1
MK-4541,ETOPOSIDE,VCAP,47.61284483,1
MK-4541,ETOPOSIDE,ZR751,20.37835122,1
MK-4541,GELDANAMYCIN,A2058,-1.750643588,0
MK-4541,GELDANAMYCIN,A2780,11.63780076,1
MK-4541,GELDANAMYCIN,CAOV3,-17.62116237,0
MK-4541,GELDANAMYCIN,HCT116,14.19190615,1
MK-4541,GELDANAMYCIN,HT144,-8.202778153,0
MK-4541,GELDANAMYCIN,HT29,-1.418296677,0
MK-4541,GELDANAMYCIN,KPL1,11.60929558,1
MK-4541,GELDANAMYCIN,LNCAP,46.13193589,1
MK-4541,GELDANAMYCIN,MDAMB436,13.09999402,1
MK-4541,GELDANAMYCIN,MSTO,-2.534506931,0
MK-4541,GELDANAMYCIN,NCIH2122,12.09125905,1
MK-4541,GELDANAMYCIN,NCIH23,-13.18961957,0
MK-4541,GELDANAMYCIN,NCIH460,-2.283537313,0
MK-4541,GELDANAMYCIN,OV90,-7.515114606,0
MK-4541,GELDANAMYCIN,RKO,13.16646261,1
MK-4541,GELDANAMYCIN,RPMI7951,-11.12793657,0
MK-4541,GELDANAMYCIN,SKMEL30,15.53054382,1
MK-4541,GELDANAMYCIN,SKMES1,10.02573292,1
MK-4541,GELDANAMYCIN,SKOV3,-14.10888823,0
MK-4541,GELDANAMYCIN,SW620,-7.118264697,0
MK-4541,GELDANAMYCIN,SW837,-6.27196819,0
MK-4541,GELDANAMYCIN,T47D,-7.112547232,0
MK-4541,GELDANAMYCIN,UACC62,-8.483347181,0
MK-4541,GELDANAMYCIN,VCAP,32.7253206,1
MK-4541,GELDANAMYCIN,ZR751,-8.129937165,0
MK-4541,GEMCITABINE,A375,-23.87533102,0
MK-4541,GEMCITABINE,CAOV3,-0.746602048,0
MK-4541,GEMCITABINE,HCT116,-4.392345674,0
MK-4541,GEMCITABINE,KPL1,10.97882262,1
MK-4541,GEMCITABINE,LNCAP,-73.65865034,0
MK-4541,GEMCITABINE,MSTO,-9.398949257,0
MK-4541,GEMCITABINE,NCIH1650,-16.83661806,0
MK-4541,GEMCITABINE,NCIH23,-11.52303894,0
MK-4541,GEMCITABINE,OV90,-0.267632079,0
MK-4541,GEMCITABINE,RKO,-9.02593922,0
MK-4541,GEMCITABINE,RPMI7951,-6.465008294,0
MK-4541,GEMCITABINE,SKMES1,-25.42066062,0
MK-4541,GEMCITABINE,SKOV3,-2.007882144,0
MK-4541,GEMCITABINE,T47D,-3.45367718,0
MK-4541,GEMCITABINE,VCAP,29.71199804,1
MK-4541,L778123,A2780,15.70379356,1
MK-4541,L778123,A427,22.91523839,1
MK-4541,L778123,HCT116,-2.276418363,0
MK-4541,L778123,HT144,-5.646711017,0
MK-4541,L778123,HT29,14.70073561,1
MK-4541,L778123,KPL1,-6.238251063,0
MK-4541,L778123,NCIH2122,12.00879764,1
MK-4541,L778123,OV90,14.65237998,1
MK-4541,L778123,RPMI7951,-3.647235183,0
MK-4541,L778123,SKMEL30,16.26798041,1
MK-4541,L778123,SKOV3,17.55767087,1
MK-4541,L778123,T47D,-25.27060432,0
MK-4541,L778123,VCAP,26.41871432,1
MK-4541,L778123,ZR751,-0.871131019,0
MK-4541,LAPATINIB,A2780,15.16983861,1
MK-4541,LAPATINIB,A375,-2.711411405,0
MK-4541,LAPATINIB,A427,-29.14380045,0
MK-4541,LAPATINIB,CAOV3,31.07862605,1
MK-4541,LAPATINIB,HT144,-3.352400491,0
MK-4541,LAPATINIB,HT29,24.00597413,1
MK-4541,LAPATINIB,KPL1,23.37344355,1
MK-4541,LAPATINIB,LNCAP,28.19617215,1
MK-4541,LAPATINIB,LOVO,16.43461968,1
MK-4541,LAPATINIB,NCIH23,-2.079720796,0
MK-4541,LAPATINIB,NCIH460,-12.86600215,0
MK-4541,LAPATINIB,NCIH520,-2.601540441,0
MK-4541,LAPATINIB,OV90,-20.31573882,0
MK-4541,LAPATINIB,RKO,-0.73752855,0
MK-4541,LAPATINIB,RPMI7951,-2.938434911,0
MK-4541,LAPATINIB,SKMES1,15.32492165,1
MK-4541,LAPATINIB,SW620,-1.68451153,0
MK-4541,LAPATINIB,UACC62,-0.393372598,0
MK-4541,LAPATINIB,VCAP,37.23268044,1
MK-4541,LAPATINIB,ZR751,27.13194054,1
MK-4541,METFORMIN,A375,-8.605667144,0
MK-4541,METFORMIN,A427,-10.79575491,0
MK-4541,METFORMIN,CAOV3,-24.92982538,0
MK-4541,METFORMIN,ES2,-7.638984234,0
MK-4541,METFORMIN,HCT116,-6.390749183,0
MK-4541,METFORMIN,HT144,-21.52873817,0
MK-4541,METFORMIN,HT29,-1.677786892,0
MK-4541,METFORMIN,KPL1,-3.611421137,0
MK-4541,METFORMIN,LNCAP,-2.801808653,0
MK-4541,METFORMIN,LOVO,-19.04047143,0
MK-4541,METFORMIN,MDAMB436,-4.600857262,0
MK-4541,METFORMIN,NCIH1650,-1.049489886,0
MK-4541,METFORMIN,NCIH2122,-7.223287592,0
MK-4541,METFORMIN,NCIH23,-10.31186256,0
MK-4541,METFORMIN,NCIH460,-19.44614151,0
